dataset,angle_deg,preprocessing,wavenumber_cm,processed_signal
SiC_10deg,10.0,ma_detrend_401cm,2258.3469999999998,-0.007858974578063282
SiC_10deg,10.0,ma_detrend_401cm,2260.3469999999998,-0.0073984404561130415
SiC_10deg,10.0,ma_detrend_401cm,2262.3469999999998,-0.007173837414399946
SiC_10deg,10.0,ma_detrend_401cm,2264.3469999999998,-0.006551710940029375
SiC_10deg,10.0,ma_detrend_401cm,2266.3469999999998,-0.006163856758923419
SiC_10deg,10.0,ma_detrend_401cm,2268.3469999999998,-0.005735115053840222
SiC_10deg,10.0,ma_detrend_401cm,2270.3469999999998,-0.005510250865685572
SiC_10deg,10.0,ma_detrend_401cm,2272.3469999999998,-0.005018590583275722
SiC_10deg,10.0,ma_detrend_401cm,2274.3469999999998,-0.0045988926700215585
SiC_10deg,10.0,ma_detrend_401cm,2276.3469999999998,-0.004153518552319989
SiC_10deg,10.0,ma_detrend_401cm,2278.3469999999998,-0.0038169477306278224
SiC_10deg,10.0,ma_detrend_401cm,2280.3469999999998,-0.0032479903055151185
SiC_10deg,10.0,ma_detrend_401cm,2282.3469999999998,-0.0028998598332486128
SiC_10deg,10.0,ma_detrend_401cm,2284.3469999999998,-0.0025478802002175385
SiC_10deg,10.0,ma_detrend_401cm,2286.3469999999998,-0.0023456357238406935
SiC_10deg,10.0,ma_detrend_401cm,2288.3469999999998,-0.002211914769357114
SiC_10deg,10.0,ma_detrend_401cm,2290.3469999999998,-0.001969134064180005
SiC_10deg,10.0,ma_detrend_401cm,2292.3469999999998,-0.0017581367254494431
SiC_10deg,10.0,ma_detrend_401cm,2294.3469999999998,-0.0014062509719012508
SiC_10deg,10.0,ma_detrend_401cm,2296.3469999999998,-0.0010796797589260323
SiC_10deg,10.0,ma_detrend_401cm,2298.3469999999998,-0.0007837807304912616
SiC_10deg,10.0,ma_detrend_401cm,2300.3469999999998,-0.0007458239998619767
SiC_10deg,10.0,ma_detrend_401cm,2302.3469999999998,-0.00048007836172908516
SiC_10deg,10.0,ma_detrend_401cm,2304.3469999999998,-0.00033324226656808367
SiC_10deg,10.0,ma_detrend_401cm,2306.3469999999998,-9.568130340870031e-05
SiC_10deg,10.0,ma_detrend_401cm,2308.3469999999998,9.108359214082904e-05
SiC_10deg,10.0,ma_detrend_401cm,2310.3469999999998,0.00025063370493075363
SiC_10deg,10.0,ma_detrend_401cm,2312.3469999999998,0.00015633334912315642
SiC_10deg,10.0,ma_detrend_401cm,2314.3469999999998,0.00030640797446504584
SiC_10deg,10.0,ma_detrend_401cm,2316.3469999999998,0.0004050559925335715
SiC_10deg,10.0,ma_detrend_401cm,2318.3469999999998,0.0005375205244101131
SiC_10deg,10.0,ma_detrend_401cm,2320.3469999999998,0.0005179680525443384
SiC_10deg,10.0,ma_detrend_401cm,2322.3469999999998,0.0008869507483425807
SiC_10deg,10.0,ma_detrend_401cm,2324.3469999999998,0.0007097545126066593
SiC_10deg,10.0,ma_detrend_401cm,2326.3469999999998,0.0005678714450667042
SiC_10deg,10.0,ma_detrend_401cm,2328.3469999999998,0.00037316891858563215
SiC_10deg,10.0,ma_detrend_401cm,2330.3469999999998,0.0002879786030696172
SiC_10deg,10.0,ma_detrend_401cm,2332.3469999999998,0.000127636012092148
SiC_10deg,10.0,ma_detrend_401cm,2334.3469999999998,0.00032095122309594524
SiC_10deg,10.0,ma_detrend_401cm,2336.3469999999998,0.00041342951614337185
SiC_10deg,10.0,ma_detrend_401cm,2338.3469999999998,0.0001413022622013824
SiC_10deg,10.0,ma_detrend_401cm,2340.3469999999998,-0.00021770106840065997
SiC_10deg,10.0,ma_detrend_401cm,2342.3469999999998,-0.0007904777022934009
SiC_10deg,10.0,ma_detrend_401cm,2344.3469999999998,-0.0008398674621599147
SiC_10deg,10.0,ma_detrend_401cm,2346.3469999999998,-0.0007580711670610021
SiC_10deg,10.0,ma_detrend_401cm,2348.3469999999998,-0.0006753316064133366
SiC_10deg,10.0,ma_detrend_401cm,2350.3469999999998,-0.0010397954506326237
SiC_10deg,10.0,ma_detrend_401cm,2352.3469999999998,-0.0012227259898640033
SiC_10deg,10.0,ma_detrend_401cm,2354.3469999999998,-0.0015535583656527121
SiC_10deg,10.0,ma_detrend_401cm,2356.3469999999998,-0.0021257933599490844
SiC_10deg,10.0,ma_detrend_401cm,2358.3469999999998,-0.002671216567472267
SiC_10deg,10.0,ma_detrend_401cm,2360.3469999999998,-0.0028979837761638474
SiC_10deg,10.0,ma_detrend_401cm,2362.3469999999998,-0.002852914537788297
SiC_10deg,10.0,ma_detrend_401cm,2364.3469999999998,-0.0029956529841115844
SiC_10deg,10.0,ma_detrend_401cm,2366.3469999999998,-0.0032227517951094456
SiC_10deg,10.0,ma_detrend_401cm,2368.3469999999998,-0.003479539476796161
SiC_10deg,10.0,ma_detrend_401cm,2370.3469999999998,-0.0039058293926451373
SiC_10deg,10.0,ma_detrend_401cm,2372.3469999999998,-0.0040356639936408025
SiC_10deg,10.0,ma_detrend_401cm,2374.3469999999998,-0.003940549370094331
SiC_10deg,10.0,ma_detrend_401cm,2376.3469999999998,-0.0040499097403857145
SiC_10deg,10.0,ma_detrend_401cm,2378.3469999999998,-0.004348501795775366
SiC_10deg,10.0,ma_detrend_401cm,2380.3469999999998,-0.004487098328634974
SiC_10deg,10.0,ma_detrend_401cm,2382.3469999999998,-0.00488464001839442
SiC_10deg,10.0,ma_detrend_401cm,2384.3469999999998,-0.005367906529034404
SiC_10deg,10.0,ma_detrend_401cm,2386.3469999999998,-0.005636344304517953
SiC_10deg,10.0,ma_detrend_401cm,2388.3469999999998,-0.0057309536669165875
SiC_10deg,10.0,ma_detrend_401cm,2390.3469999999998,-0.00636573935042664
SiC_10deg,10.0,ma_detrend_401cm,2392.3469999999998,-0.0068266036958064815
SiC_10deg,10.0,ma_detrend_401cm,2394.3469999999998,-0.007122391465877758
SiC_10deg,10.0,ma_detrend_401cm,2396.3469999999998,-0.007468661658895564
SiC_10deg,10.0,ma_detrend_401cm,2398.3469999999998,-0.007650626074320182
SiC_10deg,10.0,ma_detrend_401cm,2400.3469999999998,-0.008012407046279785
SiC_10deg,10.0,ma_detrend_401cm,2402.3469999999998,-0.008240741289114312
SiC_10deg,10.0,ma_detrend_401cm,2404.3469999999998,-0.008681418211386904
SiC_10deg,10.0,ma_detrend_401cm,2406.3469999999998,-0.009112706317603386
SiC_10deg,10.0,ma_detrend_401cm,2408.3469999999998,-0.009513905863162087
SiC_10deg,10.0,ma_detrend_401cm,2410.3469999999998,-0.009779662672377898
SiC_10deg,10.0,ma_detrend_401cm,2412.3469999999998,-0.010343555545592464
SiC_10deg,10.0,ma_detrend_401cm,2414.3469999999998,-0.010391799626148807
SiC_10deg,10.0,ma_detrend_401cm,2416.3469999999998,-0.01092513774662146
SiC_10deg,10.0,ma_detrend_401cm,2418.3469999999998,-0.01115772615957733
SiC_10deg,10.0,ma_detrend_401cm,2420.3469999999998,-0.011238334528456156
SiC_10deg,10.0,ma_detrend_401cm,2422.3469999999998,-0.011653643327634133
SiC_10deg,10.0,ma_detrend_401cm,2424.3469999999998,-0.011986512889433198
SiC_10deg,10.0,ma_detrend_401cm,2426.3469999999998,-0.012021934147042307
SiC_10deg,10.0,ma_detrend_401cm,2428.3469999999998,-0.012339478937101911
SiC_10deg,10.0,ma_detrend_401cm,2430.3469999999998,-0.012481454276586618
SiC_10deg,10.0,ma_detrend_401cm,2432.3469999999998,-0.012749184852565792
SiC_10deg,10.0,ma_detrend_401cm,2434.3469999999998,-0.01283774368988852
SiC_10deg,10.0,ma_detrend_401cm,2436.3469999999998,-0.012942373229379883
SiC_10deg,10.0,ma_detrend_401cm,2438.3469999999998,-0.01329672589065009
SiC_10deg,10.0,ma_detrend_401cm,2440.3469999999998,-0.013118105556871262
SiC_10deg,10.0,ma_detrend_401cm,2442.3469999999998,-0.013467492173694695
SiC_10deg,10.0,ma_detrend_401cm,2444.3469999999998,-0.013496919122935713
SiC_10deg,10.0,ma_detrend_401cm,2446.3469999999998,-0.013447112049475185
SiC_10deg,10.0,ma_detrend_401cm,2448.3469999999998,-0.013755479688810357
SiC_10deg,10.0,ma_detrend_401cm,2450.3469999999998,-0.013692409636078928
SiC_10deg,10.0,ma_detrend_401cm,2452.3469999999998,-0.013916678970203794
SiC_10deg,10.0,ma_detrend_401cm,2454.3469999999998,-0.013838411104672821
SiC_10deg,10.0,ma_detrend_401cm,2456.3469999999998,-0.013845102571574064
SiC_10deg,10.0,ma_detrend_401cm,2458.3469999999998,-0.013730128787700663
SiC_10deg,10.0,ma_detrend_401cm,2460.3469999999998,-0.0136548341376648
SiC_10deg,10.0,ma_detrend_401cm,2462.3469999999998,-0.013415977603861068
SiC_10deg,10.0,ma_detrend_401cm,2464.3469999999998,-0.013452190863375957
SiC_10deg,10.0,ma_detrend_401cm,2466.3469999999998,-0.013349155301390775
SiC_10deg,10.0,ma_detrend_401cm,2468.3469999999998,-0.013506397523249697
SiC_10deg,10.0,ma_detrend_401cm,2470.3469999999998,-0.013200593850198228
SiC_10deg,10.0,ma_detrend_401cm,2472.3469999999998,-0.013117584035171465
SiC_10deg,10.0,ma_detrend_401cm,2474.3469999999998,-0.012837017631369435
SiC_10deg,10.0,ma_detrend_401cm,2476.3469999999998,-0.012417836822686101
SiC_10deg,10.0,ma_detrend_401cm,2478.3469999999998,-0.012271470801860584
SiC_10deg,10.0,ma_detrend_401cm,2480.3469999999998,-0.011981004631113207
SiC_10deg,10.0,ma_detrend_401cm,2482.3469999999998,-0.012041858252052007
SiC_10deg,10.0,ma_detrend_401cm,2484.3469999999998,-0.011789554984612122
SiC_10deg,10.0,ma_detrend_401cm,2486.3469999999998,-0.011410746421707085
SiC_10deg,10.0,ma_detrend_401cm,2488.3469999999998,-0.01137607819948247
SiC_10deg,10.0,ma_detrend_401cm,2490.3469999999998,-0.010859032076523667
SiC_10deg,10.0,ma_detrend_401cm,2492.3469999999998,-0.010727047410815288
SiC_10deg,10.0,ma_detrend_401cm,2494.3469999999998,-0.01038689590410391
SiC_10deg,10.0,ma_detrend_401cm,2496.3469999999998,-0.010184469188623563
SiC_10deg,10.0,ma_detrend_401cm,2498.3469999999998,-0.009923118023830474
SiC_10deg,10.0,ma_detrend_401cm,2500.3469999999998,-0.00967425575635203
SiC_10deg,10.0,ma_detrend_401cm,2502.3469999999998,-0.00931380419030206
SiC_10deg,10.0,ma_detrend_401cm,2504.3469999999998,-0.008904309923960602
SiC_10deg,10.0,ma_detrend_401cm,2506.3469999999998,-0.008803422145891304
SiC_10deg,10.0,ma_detrend_401cm,2508.3469999999998,-0.00843334819447314
SiC_10deg,10.0,ma_detrend_401cm,2510.3469999999998,-0.007942306258379467
SiC_10deg,10.0,ma_detrend_401cm,2512.3469999999998,-0.00765808818401864
SiC_10deg,10.0,ma_detrend_401cm,2514.3469999999998,-0.007290884908849326
SiC_10deg,10.0,ma_detrend_401cm,2516.3469999999998,-0.007013379704099708
SiC_10deg,10.0,ma_detrend_401cm,2518.3469999999998,-0.006437399744682991
SiC_10deg,10.0,ma_detrend_401cm,2520.3469999999998,-0.00623546254322807
SiC_10deg,10.0,ma_detrend_401cm,2522.3469999999998,-0.0057757854252123144
SiC_10deg,10.0,ma_detrend_401cm,2524.3469999999998,-0.005528708931137521
SiC_10deg,10.0,ma_detrend_401cm,2526.3469999999998,-0.005388156495085865
SiC_10deg,10.0,ma_detrend_401cm,2528.3469999999998,-0.005168487544815164
SiC_10deg,10.0,ma_detrend_401cm,2530.3469999999998,-0.004688096249850975
SiC_10deg,10.0,ma_detrend_401cm,2532.3469999999998,-0.004367886484381577
SiC_10deg,10.0,ma_detrend_401cm,2534.3469999999998,-0.003985148457803094
SiC_10deg,10.0,ma_detrend_401cm,2536.3469999999998,-0.0038768220550271506
SiC_10deg,10.0,ma_detrend_401cm,2538.3469999999998,-0.0035617779048425493
SiC_10deg,10.0,ma_detrend_401cm,2540.3469999999998,-0.0032486338615458346
SiC_10deg,10.0,ma_detrend_401cm,2542.3469999999998,-0.0030045037842042757
SiC_10deg,10.0,ma_detrend_401cm,2544.3469999999998,-0.002765885867558187
SiC_10deg,10.0,ma_detrend_401cm,2546.3469999999998,-0.0025079541380592088
SiC_10deg,10.0,ma_detrend_401cm,2548.3469999999998,-0.002193749010753503
SiC_10deg,10.0,ma_detrend_401cm,2550.3469999999998,-0.0021172803153460254
SiC_10deg,10.0,ma_detrend_401cm,2552.3469999999998,-0.001957856990023487
SiC_10deg,10.0,ma_detrend_401cm,2554.3469999999998,-0.0019319712218907872
SiC_10deg,10.0,ma_detrend_401cm,2556.3469999999998,-0.0016181538021366173
SiC_10deg,10.0,ma_detrend_401cm,2558.3469999999998,-0.001357426262598326
SiC_10deg,10.0,ma_detrend_401cm,2560.3469999999998,-0.0013011882467177651
SiC_10deg,10.0,ma_detrend_401cm,2562.3469999999998,-0.00091919065998075
SiC_10deg,10.0,ma_detrend_401cm,2564.3469999999998,-0.0007609744769488105
SiC_10deg,10.0,ma_detrend_401cm,2566.3469999999998,-0.0007138295010433717
SiC_10deg,10.0,ma_detrend_401cm,2568.3469999999998,-0.0006510029967124456
SiC_10deg,10.0,ma_detrend_401cm,2570.3469999999998,-0.0004649603339533506
SiC_10deg,10.0,ma_detrend_401cm,2572.3469999999998,-0.000519114297293565
SiC_10deg,10.0,ma_detrend_401cm,2574.3469999999998,-0.00043369918592625536
SiC_10deg,10.0,ma_detrend_401cm,2576.3469999999998,-0.0004626112901924542
SiC_10deg,10.0,ma_detrend_401cm,2578.3469999999998,-0.0003982918535348481
SiC_10deg,10.0,ma_detrend_401cm,2580.3469999999998,-0.0005042816389565488
SiC_10deg,10.0,ma_detrend_401cm,2582.3469999999998,-0.00023178409177390582
SiC_10deg,10.0,ma_detrend_401cm,2584.3469999999998,-0.00040293107496397387
SiC_10deg,10.0,ma_detrend_401cm,2586.3469999999998,-0.0002656188122572836
SiC_10deg,10.0,ma_detrend_401cm,2588.3469999999998,-0.0002742260154117984
SiC_10deg,10.0,ma_detrend_401cm,2590.3469999999998,-0.00046829163342335025
SiC_10deg,10.0,ma_detrend_401cm,2592.3469999999998,-0.0005824655076319121
SiC_10deg,10.0,ma_detrend_401cm,2594.3469999999998,-0.0006692030189687772
SiC_10deg,10.0,ma_detrend_401cm,2596.3469999999998,-0.0008832014521010225
SiC_10deg,10.0,ma_detrend_401cm,2598.3469999999998,-0.0010319197423221396
SiC_10deg,10.0,ma_detrend_401cm,2600.3469999999998,-0.0010531138184010904
SiC_10deg,10.0,ma_detrend_401cm,2602.3469999999998,-0.0011620173164282868
SiC_10deg,10.0,ma_detrend_401cm,2604.3469999999998,-0.0012365489686270428
SiC_10deg,10.0,ma_detrend_401cm,2606.3469999999998,-0.0015983394403218656
SiC_10deg,10.0,ma_detrend_401cm,2608.3469999999998,-0.0016183730845792934
SiC_10deg,10.0,ma_detrend_401cm,2610.3469999999998,-0.0017685408393925397
SiC_10deg,10.0,ma_detrend_401cm,2612.3469999999998,-0.0021590593739589372
SiC_10deg,10.0,ma_detrend_401cm,2614.3469999999998,-0.0023728630201499947
SiC_10deg,10.0,ma_detrend_401cm,2616.3469999999998,-0.002466528341091705
SiC_10deg,10.0,ma_detrend_401cm,2618.3469999999998,-0.0025803917852638405
SiC_10deg,10.0,ma_detrend_401cm,2620.3469999999998,-0.002633467743383299
SiC_10deg,10.0,ma_detrend_401cm,2622.3469999999998,-0.003087296087524726
SiC_10deg,10.0,ma_detrend_401cm,2624.3469999999998,-0.003355432668657481
SiC_10deg,10.0,ma_detrend_401cm,2626.3469999999998,-0.0036607593328444868
SiC_10deg,10.0,ma_detrend_401cm,2628.3469999999998,-0.004027310684839302
SiC_10deg,10.0,ma_detrend_401cm,2630.3469999999998,-0.004361700581561239
SiC_10deg,10.0,ma_detrend_401cm,2632.3469999999998,-0.0048413024625088555
SiC_10deg,10.0,ma_detrend_401cm,2634.3469999999998,-0.00495456923906598
SiC_10deg,10.0,ma_detrend_401cm,2636.3469999999998,-0.005065107195778961
SiC_10deg,10.0,ma_detrend_401cm,2638.3469999999998,-0.005395368642342273
SiC_10deg,10.0,ma_detrend_401cm,2640.3469999999998,-0.005802632551472619
SiC_10deg,10.0,ma_detrend_401cm,2642.3469999999998,-0.0060233070676331815
SiC_10deg,10.0,ma_detrend_401cm,2644.3469999999998,-0.0063249652814136295
SiC_10deg,10.0,ma_detrend_401cm,2646.3469999999998,-0.006583830169144821
SiC_10deg,10.0,ma_detrend_401cm,2648.3469999999998,-0.00688956551898806
SiC_10deg,10.0,ma_detrend_401cm,2650.3469999999998,-0.0070735216828579075
SiC_10deg,10.0,ma_detrend_401cm,2652.3469999999998,-0.007491178456532465
SiC_10deg,10.0,ma_detrend_401cm,2654.3469999999998,-0.007785371517787131
SiC_10deg,10.0,ma_detrend_401cm,2656.3469999999998,-0.008066994113581721
SiC_10deg,10.0,ma_detrend_401cm,2658.3469999999998,-0.008450920964684694
SiC_10deg,10.0,ma_detrend_401cm,2660.3469999999998,-0.008527999638188954
SiC_10deg,10.0,ma_detrend_401cm,2662.3469999999998,-0.008966456769315206
SiC_10deg,10.0,ma_detrend_401cm,2664.3469999999998,-0.009054065645127646
SiC_10deg,10.0,ma_detrend_401cm,2666.3469999999998,-0.009544287301109039
SiC_10deg,10.0,ma_detrend_401cm,2668.3469999999998,-0.009877577188755565
SiC_10deg,10.0,ma_detrend_401cm,2670.3469999999998,-0.01012263400693264
SiC_10deg,10.0,ma_detrend_401cm,2672.3469999999998,-0.010330582947937983
SiC_10deg,10.0,ma_detrend_401cm,2674.3469999999998,-0.010395915417292206
SiC_10deg,10.0,ma_detrend_401cm,2676.3469999999998,-0.01046233174828437
SiC_10deg,10.0,ma_detrend_401cm,2678.3469999999998,-0.010712960979254393
SiC_10deg,10.0,ma_detrend_401cm,2680.3469999999998,-0.011143145334989585
SiC_10deg,10.0,ma_detrend_401cm,2682.3469999999998,-0.011298544012415285
SiC_10deg,10.0,ma_detrend_401cm,2684.3469999999998,-0.011397440689476818
SiC_10deg,10.0,ma_detrend_401cm,2686.3469999999998,-0.011554819993034704
SiC_10deg,10.0,ma_detrend_401cm,2688.3469999999998,-0.01163134182464337
SiC_10deg,10.0,ma_detrend_401cm,2690.3469999999998,-0.011853275773518163
SiC_10deg,10.0,ma_detrend_401cm,2692.3469999999998,-0.01202290340653367
SiC_10deg,10.0,ma_detrend_401cm,2694.3469999999998,-0.012160359088109834
SiC_10deg,10.0,ma_detrend_401cm,2696.3469999999998,-0.012277354817313374
SiC_10deg,10.0,ma_detrend_401cm,2698.3469999999998,-0.012365824466676417
SiC_10deg,10.0,ma_detrend_401cm,2700.3469999999998,-0.012439436993057773
SiC_10deg,10.0,ma_detrend_401cm,2702.3469999999998,-0.012316222770803076
SiC_10deg,10.0,ma_detrend_401cm,2704.3469999999998,-0.012342685445038415
SiC_10deg,10.0,ma_detrend_401cm,2706.3469999999998,-0.01237899988685881
SiC_10deg,10.0,ma_detrend_401cm,2708.3469999999998,-0.01240639286532269
SiC_10deg,10.0,ma_detrend_401cm,2710.3469999999998,-0.012439049531471152
SiC_10deg,10.0,ma_detrend_401cm,2712.3469999999998,-0.012315438242788412
SiC_10deg,10.0,ma_detrend_401cm,2714.3469999999998,-0.012373228193348212
SiC_10deg,10.0,ma_detrend_401cm,2716.3469999999998,-0.012366640653033889
SiC_10deg,10.0,ma_detrend_401cm,2718.3469999999998,-0.012361568195088268
SiC_10deg,10.0,ma_detrend_401cm,2720.3469999999998,-0.012391748469033348
SiC_10deg,10.0,ma_detrend_401cm,2722.3469999999998,-0.012245831511835503
SiC_10deg,10.0,ma_detrend_401cm,2724.3469999999998,-0.012033591191806331
SiC_10deg,10.0,ma_detrend_401cm,2726.3469999999998,-0.011642305116826873
SiC_10deg,10.0,ma_detrend_401cm,2728.3469999999998,-0.011646598573860995
SiC_10deg,10.0,ma_detrend_401cm,2730.3469999999998,-0.011607436603910976
SiC_10deg,10.0,ma_detrend_401cm,2732.3469999999998,-0.011319703678026594
SiC_10deg,10.0,ma_detrend_401cm,2734.3469999999998,-0.01133390017903399
SiC_10deg,10.0,ma_detrend_401cm,2736.3469999999998,-0.011109500351403567
SiC_10deg,10.0,ma_detrend_401cm,2738.3469999999998,-0.011087979933703834
SiC_10deg,10.0,ma_detrend_401cm,2740.3469999999998,-0.010763978754472686
SiC_10deg,10.0,ma_detrend_401cm,2742.3469999999998,-0.010665065856948097
SiC_10deg,10.0,ma_detrend_401cm,2744.3469999999998,-0.010643282738015208
SiC_10deg,10.0,ma_detrend_401cm,2746.3469999999998,-0.010422340500607669
SiC_10deg,10.0,ma_detrend_401cm,2748.3469999999998,-0.01018087732809228
SiC_10deg,10.0,ma_detrend_401cm,2750.3469999999998,-0.00993691293029006
SiC_10deg,10.0,ma_detrend_401cm,2752.3469999999998,-0.009627019851720792
SiC_10deg,10.0,ma_detrend_401cm,2754.3469999999998,-0.00944734993917018
SiC_10deg,10.0,ma_detrend_401cm,2756.3469999999998,-0.009243628343781202
SiC_10deg,10.0,ma_detrend_401cm,2758.3469999999998,-0.009016669922963988
SiC_10deg,10.0,ma_detrend_401cm,2760.3469999999998,-0.008731644118790738
SiC_10deg,10.0,ma_detrend_401cm,2762.3469999999998,-0.008405655883297364
SiC_10deg,10.0,ma_detrend_401cm,2764.3469999999998,-0.008314242105772335
SiC_10deg,10.0,ma_detrend_401cm,2766.3469999999998,-0.007991838979918786
SiC_10deg,10.0,ma_detrend_401cm,2768.3469999999998,-0.007527982834841656
SiC_10deg,10.0,ma_detrend_401cm,2770.3469999999998,-0.007321847536634506
SiC_10deg,10.0,ma_detrend_401cm,2772.3469999999998,-0.007044234299523804
SiC_10deg,10.0,ma_detrend_401cm,2774.3469999999998,-0.0066365869358943055
SiC_10deg,10.0,ma_detrend_401cm,2776.3469999999998,-0.006444368796317961
SiC_10deg,10.0,ma_detrend_401cm,2778.3469999999998,-0.006111285227896056
SiC_10deg,10.0,ma_detrend_401cm,2780.3469999999998,-0.005976023628630311
SiC_10deg,10.0,ma_detrend_401cm,2782.3469999999998,-0.005521580759918126
SiC_10deg,10.0,ma_detrend_401cm,2784.3469999999998,-0.0056447089706315725
SiC_10deg,10.0,ma_detrend_401cm,2786.3469999999998,-0.005370490157551921
SiC_10deg,10.0,ma_detrend_401cm,2788.3469999999998,-0.005131210789217271
SiC_10deg,10.0,ma_detrend_401cm,2790.3469999999998,-0.004902083008583163
SiC_10deg,10.0,ma_detrend_401cm,2792.3469999999998,-0.004575381480741491
SiC_10deg,10.0,ma_detrend_401cm,2794.3469999999998,-0.004244976145783229
SiC_10deg,10.0,ma_detrend_401cm,2796.3469999999998,-0.004205851370255225
SiC_10deg,10.0,ma_detrend_401cm,2798.3469999999998,-0.004032123346450283
SiC_10deg,10.0,ma_detrend_401cm,2800.3469999999998,-0.0038608738860955163
SiC_10deg,10.0,ma_detrend_401cm,2802.3469999999998,-0.0035521556392597844
SiC_10deg,10.0,ma_detrend_401cm,2804.3469999999998,-0.0034674188610757098
SiC_10deg,10.0,ma_detrend_401cm,2806.3469999999998,-0.003367258086325569
SiC_10deg,10.0,ma_detrend_401cm,2808.3469999999998,-0.0032080920068531795
SiC_10deg,10.0,ma_detrend_401cm,2810.3469999999998,-0.0028936985912603455
SiC_10deg,10.0,ma_detrend_401cm,2812.3469999999998,-0.0027098985635065622
SiC_10deg,10.0,ma_detrend_401cm,2814.3469999999998,-0.00261093747239216
SiC_10deg,10.0,ma_detrend_401cm,2816.3469999999998,-0.002538407489866056
SiC_10deg,10.0,ma_detrend_401cm,2818.3469999999998,-0.0023182602706459934
SiC_10deg,10.0,ma_detrend_401cm,2820.3469999999998,-0.0023421383215690697
SiC_10deg,10.0,ma_detrend_401cm,2822.3469999999998,-0.002219529935377245
SiC_10deg,10.0,ma_detrend_401cm,2824.3469999999998,-0.0020150733041558724
SiC_10deg,10.0,ma_detrend_401cm,2826.3469999999998,-0.0018599602942297169
SiC_10deg,10.0,ma_detrend_401cm,2828.3469999999998,-0.001921607638483507
SiC_10deg,10.0,ma_detrend_401cm,2830.3469999999998,-0.0018506488893704756
SiC_10deg,10.0,ma_detrend_401cm,2832.3469999999998,-0.0017269083601247617
SiC_10deg,10.0,ma_detrend_401cm,2834.3469999999998,-0.001862707553872244
SiC_10deg,10.0,ma_detrend_401cm,2836.3469999999998,-0.0021885353121168785
SiC_10deg,10.0,ma_detrend_401cm,2838.3469999999998,-0.0019604306267408935
SiC_10deg,10.0,ma_detrend_401cm,2840.3469999999998,-0.001991793114861639
SiC_10deg,10.0,ma_detrend_401cm,2842.3469999999998,-0.0019072340245812882
SiC_10deg,10.0,ma_detrend_401cm,2844.3469999999998,-0.0020599686440399825
SiC_10deg,10.0,ma_detrend_401cm,2846.3469999999998,-0.0018461804121594474
SiC_10deg,10.0,ma_detrend_401cm,2848.3469999999998,-0.001743828455696316
SiC_10deg,10.0,ma_detrend_401cm,2850.3469999999998,-0.0021238479452236328
SiC_10deg,10.0,ma_detrend_401cm,2852.3469999999998,-0.0020899285993118957
SiC_10deg,10.0,ma_detrend_401cm,2854.3469999999998,-0.0023213220646732527
SiC_10deg,10.0,ma_detrend_401cm,2856.3469999999998,-0.002440196762996393
SiC_10deg,10.0,ma_detrend_401cm,2858.3469999999998,-0.0026487363219198637
SiC_10deg,10.0,ma_detrend_401cm,2860.3469999999998,-0.0024779926843851155
SiC_10deg,10.0,ma_detrend_401cm,2862.3469999999998,-0.002755243320801292
SiC_10deg,10.0,ma_detrend_401cm,2864.3469999999998,-0.0028142325318111496
SiC_10deg,10.0,ma_detrend_401cm,2866.3469999999998,-0.0028979157100046107
SiC_10deg,10.0,ma_detrend_401cm,2868.3469999999998,-0.003088562656533427
SiC_10deg,10.0,ma_detrend_401cm,2870.3469999999998,-0.0032544387402476385
SiC_10deg,10.0,ma_detrend_401cm,2872.3469999999998,-0.0035851215352132306
SiC_10deg,10.0,ma_detrend_401cm,2874.3469999999998,-0.0035557197537751375
SiC_10deg,10.0,ma_detrend_401cm,2876.3469999999998,-0.003898043028058017
SiC_10deg,10.0,ma_detrend_401cm,2878.3469999999998,-0.0041519082539042676
SiC_10deg,10.0,ma_detrend_401cm,2880.3469999999998,-0.004176798158825489
SiC_10deg,10.0,ma_detrend_401cm,2882.3469999999998,-0.0045053471394429214
SiC_10deg,10.0,ma_detrend_401cm,2884.3469999999998,-0.004830105201668599
SiC_10deg,10.0,ma_detrend_401cm,2886.3469999999998,-0.004994185594609956
SiC_10deg,10.0,ma_detrend_401cm,2888.3469999999998,-0.005365364609685507
SiC_10deg,10.0,ma_detrend_401cm,2890.3469999999998,-0.005485424575223995
SiC_10deg,10.0,ma_detrend_401cm,2892.3469999999998,-0.005687494619677796
SiC_10deg,10.0,ma_detrend_401cm,2894.3469999999998,-0.005781390657542323
SiC_10deg,10.0,ma_detrend_401cm,2896.3469999999998,-0.006093054817140036
SiC_10deg,10.0,ma_detrend_401cm,2898.3469999999998,-0.006304339154706822
SiC_10deg,10.0,ma_detrend_401cm,2900.3469999999998,-0.006515115103590235
SiC_10deg,10.0,ma_detrend_401cm,2902.3469999999998,-0.006697520709457754
SiC_10deg,10.0,ma_detrend_401cm,2904.3469999999998,-0.006806476986715076
SiC_10deg,10.0,ma_detrend_401cm,2906.3469999999998,-0.0070182862210760024
SiC_10deg,10.0,ma_detrend_401cm,2908.3469999999998,-0.007443868409463482
SiC_10deg,10.0,ma_detrend_401cm,2910.3469999999998,-0.007641807167701408
SiC_10deg,10.0,ma_detrend_401cm,2912.3469999999998,-0.007958432168753166
SiC_10deg,10.0,ma_detrend_401cm,2914.3469999999998,-0.008193952193996962
SiC_10deg,10.0,ma_detrend_401cm,2916.3469999999998,-0.008217354749296024
